chr1	3671280	3671510	prom
chr1	4496403	4496645	prom
chr1	4496740	4496958	prom
chr1	4497242	4497585	prom
chr1	4689058	4689398	prom
chr1	4785576	4785897	prom
chr1	4807610	4807960	prom
chr1	4857479	4857829	prom
chr1	4857934	4858138	prom
chr1	5018502	5018849	prom
chr1	5019267	5019617	prom
chr1	5082950	5083298	prom
chr1	5588241	5588587	prom
chr1	5588620	5588774	prom
chr1	5917266	5917436	prom
chr1	6214456	6214801	prom
chr1	6215065	6215266	prom
chr1	6215316	6215559	prom
chr1	6359160	6359449	prom
chr1	6382769	6383119	prom
chr1	6383156	6383358	prom
chr1	6441122	6441404	prom
chr1	6729823	6730167	prom
chr1	7088719	7089069	prom
chr1	7397612	7397836	prom
chr1	7397880	7398230	prom
chr1	9298425	9298733	prom
chr1	9298756	9299018	prom
chr1	9299176	9299506	prom
chr1	9545152	9545501	prom
chr1	9547839	9548178	prom
chr1	9601126	9601311	prom
chr1	9631045	9631380	prom
chr1	9699860	9700111	prom
chr1	9747895	9748088	prom
chr1	9748324	9748672	prom
chr1	9797880	9798220	prom
chr1	9848137	9848486	prom
chr1	9908509	9908841	prom
chr1	9942364	9942583	prom
chr1	9942923	9943256	prom
chr1	9943984	9944333	prom
chr1	9967008	9967340	prom
chr1	9967421	9967571	prom
chr1	9967784	9968126	prom
chr1	10009001	10009324	prom
chr1	10037886	10038236	prom
chr1	10038298	10038566	prom
chr1	10039568	10039917	prom
chr1	10232525	10232734	prom
chr1	10719811	10720136	prom
chr1	10993219	10993569	prom
chr1	11413996	11414346	prom
chr1	11414380	11414601	prom
chr1	12692091	12692431	prom
chr1	12692446	12692655	prom
chr1	12718533	12718686	prom
chr1	12991005	12991351	prom
chr1	12992614	12992891	prom
chr1	13126829	13127175	prom
chr1	13372136	13372382	prom
chr1	13372425	13372772	prom
chr1	13373973	13374319	prom
chr1	13589740	13590090	prom
chr1	13660449	13660796	prom
chr1	14304537	14304885	prom
chr1	14310173	14310345	prom
chr1	14755267	14755612	prom
chr1	14756013	14756297	prom
chr1	14918766	14919104	prom
chr1	15287092	15287260	prom
chr1	15287290	15287456	prom
chr1	15805429	15805779	prom
chr1	15892542	15892858	prom
chr1	16093117	16093443	prom
chr1	16104618	16104776	prom
chr1	16105604	16105947	prom
chr1	16228304	16228619	prom
chr1	16253475	16253630	prom
chr1	16519145	16519495	prom
chr1	16519704	16520053	prom
chr1	16618294	16618536	prom
chr1	16619181	16619530	prom
chr1	16656629	16656804	prom
chr1	16656893	16657243	prom
chr1	16657341	16657542	prom
chr1	16665075	16665418	prom
chr1	16688272	16688560	prom
chr1	17097755	17098102	prom
chr1	17145184	17145530	prom
chr1	17601689	17601968	prom
chr1	17726798	17727075	prom
chr1	17727190	17727510	prom
chr1	17727525	17727713	prom
chr1	18057915	18058256	prom
chr1	18058284	18058502	prom
chr1	19208952	19209302	prom
chr1	19211711	19212020	prom
chr1	20617942	20618287	prom
chr1	20820208	20820557	prom
chr1	20890399	20890743	prom
chr1	20951407	20951757	prom
chr1	21079188	21079536	prom
chr1	21218495	21218653	prom
chr1	21218657	21218930	prom
chr1	21240322	21240609	prom
chr1	21271451	21271785	prom
chr1	21272176	21272482	prom
chr1	21959715	21959975	prom
chr1	21961226	21961573	prom
chr1	21961650	21961925	prom
chr1	22805759	22806009	prom
chr1	23272126	23272450	prom
chr1	23383193	23383540	prom
chr1	23761476	23761825	prom
chr1	23761874	23762062	prom
chr1	23922209	23922544	prom
chr1	24005269	24005436	prom
chr1	24005478	24005828	prom
chr1	24099885	24100088	prom
chr1	24100222	24100571	prom
chr1	24195009	24195294	prom
chr1	24587275	24587598	prom
chr1	24678409	24678759	prom
chr1	25228603	25228953	prom
chr1	25824726	25824952	prom
chr1	25829289	25829613	prom
chr1	25829683	25829906	prom
chr1	25830497	25830727	prom
chr1	30873319	30873470	prom
chr1	30873543	30873720	prom
chr1	30949383	30949537	prom
chr1	30949718	30950042	prom
chr1	31222557	31222904	prom
chr1	32172484	32172833	prom
chr1	32172967	32173186	prom
chr1	33669628	33669977	prom
chr1	33719787	33720060	prom
chr1	33720291	33720441	prom
chr1	33757621	33757928	prom
chr1	33814329	33814678	prom
chr1	33907507	33907770	prom
chr1	33907837	33908186	prom
chr1	33908201	33908412	prom
chr1	34005715	34006055	prom
chr1	34006055	34006216	prom
chr1	34432963	34433207	prom
chr1	34433228	34433534	prom
chr1	34439569	34439859	prom
chr1	34459614	34459927	prom
chr1	34472559	34472888	prom
chr1	34473013	34473357	prom
chr1	34485639	34485816	prom
chr1	34485832	34486131	prom
chr1	34579483	34579831	prom
chr1	34677952	34678262	prom
chr1	34801545	34801865	prom
chr1	34842894	34843230	prom
chr1	34849802	34850143	prom
chr1	36068119	36068464	prom
chr1	36131841	36132114	prom
chr1	36244135	36244481	prom
chr1	36273323	36273673	prom
chr1	36274420	36274644	prom
chr1	36307554	36307867	prom
chr1	36368103	36368375	prom
chr1	36369026	36369374	prom
chr1	36445199	36445540	prom
chr1	36471396	36471735	prom
chr1	36511652	36512002	prom
chr1	36547162	36547512	prom
chr1	36557466	36557683	prom
chr1	36558165	36558499	prom
